epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
142,439.98,0.36505,0.20802,0.002,0.92821,0.99471,0.98852,0.91422,0.39118,0.20632,0.0033,0.0006041,0.0006041,0.0006041
143,443.069,0.38481,0.21183,0.002,0.9759,0.96154,0.99026,0.92236,0.40006,0.2241,0.00343,0.0005942,0.0005942,0.0005942
144,445.941,0.39236,0.22669,0.0021,0.98022,0.95334,0.9905,0.91158,0.43451,0.24326,0.00372,0.0005843,0.0005843,0.0005843
145,448.795,0.42328,0.23918,0.00208,0.90765,1,0.98733,0.91541,0.39789,0.24844,0.00336,0.0005744,0.0005744,0.0005744
146,451.629,0.42154,0.21874,0.00229,0.90677,1,0.98345,0.91433,0.39668,0.23118,0.00344,0.0005645,0.0005645,0.0005645
147,454.627,0.38454,0.20317,0.0021,0.98021,0.95237,0.98933,0.91995,0.41205,0.22743,0.00368,0.0005546,0.0005546,0.0005546
148,457.598,0.39247,0.18901,0.00216,0.96217,0.98077,0.98793,0.90296,0.4677,0.23469,0.00409,0.0005447,0.0005447,0.0005447
149,460.474,0.39003,0.20279,0.00209,0.92662,1,0.9866,0.90841,0.4049,0.22585,0.00338,0.0005348,0.0005348,0.0005348
150,463.47,0.36954,0.18183,0.00181,0.92035,0.96154,0.98132,0.89953,0.44126,0.25433,0.00388,0.0005249,0.0005249,0.0005249
151,466.525,0.40425,0.23325,0.00211,0.94268,0.94887,0.98617,0.92045,0.35894,0.2143,0.00306,0.000515,0.000515,0.000515
152,469.528,0.37344,0.21149,0.00203,0.96264,0.96154,0.98651,0.91509,0.39499,0.20597,0.00333,0.0005051,0.0005051,0.0005051
153,473.077,0.37324,0.2042,0.00188,0.97676,0.94231,0.98541,0.9219,0.38599,0.2054,0.00333,0.0004952,0.0004952,0.0004952
154,476.014,0.36294,0.21884,0.00197,0.93579,0.98077,0.98808,0.92087,0.39009,0.20505,0.00332,0.0004853,0.0004853,0.0004853
155,479.025,0.34604,0.20075,0.00203,0.981,0.99319,0.9933,0.91393,0.39941,0.18847,0.00332,0.0004754,0.0004754,0.0004754
156,482.08,0.35797,0.2069,0.00185,0.94412,1,0.98566,0.91952,0.38712,0.21664,0.00334,0.0004655,0.0004655,0.0004655
157,484.988,0.39232,0.22375,0.00192,0.98071,0.97763,0.98021,0.89982,0.41442,0.23868,0.0035,0.0004556,0.0004556,0.0004556
158,487.848,0.39797,0.20505,0.0022,0.94272,0.94967,0.97622,0.90705,0.39041,0.24863,0.00341,0.0004457,0.0004457,0.0004457
159,490.997,0.38888,0.2357,0.00211,0.89606,0.98077,0.97506,0.90384,0.38506,0.24389,0.00328,0.0004358,0.0004358,0.0004358
160,493.922,0.36129,0.19333,0.00177,0.96129,0.95515,0.97853,0.90887,0.38759,0.22481,0.00335,0.0004259,0.0004259,0.0004259
161,496.896,0.40457,0.2063,0.00199,0.94417,0.97568,0.98249,0.91507,0.3881,0.2184,0.00341,0.000416,0.000416,0.000416
162,499.931,0.39779,0.20781,0.00196,0.9621,0.9764,0.98373,0.91104,0.41203,0.20981,0.00349,0.0004061,0.0004061,0.0004061
